      Year        North         East           Up   SigmaNorth    SigmaEast      SigmaUp
 2000.8087        2.118        0.367       -7.147        2.903        2.009        8.102
 2000.8115        1.748        1.434       -1.278        2.991        2.072        8.481
 2000.8142        1.673        1.883       -8.676        2.884        2.003        8.074
 2000.8169        1.530       -1.095       -5.471        2.970        2.027        8.112
 2000.8197       -1.577       -3.236        0.255        2.992        2.096        8.357
 2000.8224        1.298       -1.353       10.846        2.902        2.018        8.125
 2000.8251        0.930       -0.614       -0.999        3.012        2.106        8.716
 2000.8279        0.402        2.105       -0.228        2.947        2.066        8.189
 2000.8306        2.524        2.724       -4.478        2.943        2.058        8.134
 2000.8333       -0.084        2.877       -2.660        2.902        2.054        8.213
 2000.8361        1.961        1.070       -6.048        3.036        2.166        8.634
 2000.8388        1.220        2.148       -1.148        2.883        2.009        8.049
 2000.8415        2.987       -0.237        5.500        2.989        2.072        8.471
 2000.8443        2.357        0.561        1.293        2.884        2.015        8.021
 2000.8470        0.043        2.258       -2.636        2.991        2.047        8.495
 2000.8497        3.900        2.584       -4.927        2.993        2.048        8.336
 2000.8525        2.307        2.018        0.458        2.874        1.982        7.847
 2000.8552        1.017        0.826        3.067        2.906        1.996        7.952
 2000.8579        3.025        2.008       -0.325        3.095        2.094        8.688
 2000.8607        1.298        2.814        0.302        2.858        1.980        7.813
 2000.8634        0.162        2.939        3.015        2.868        1.986        7.883
 2000.8661        1.549        2.793        1.079        2.891        1.986        7.912
 2000.8689       -0.745        0.324       -2.822        2.892        2.047        8.016
 2000.8716        1.461        1.914       -4.510        2.865        1.996        7.905
 2000.8743        2.503        2.870       -3.131        2.941        2.016        7.935
 2000.8770        1.803        3.813       -3.720        2.846        1.998        7.947
 2000.8798        2.162        3.858      -11.209        2.875        1.988        7.934
 2000.8825        1.622        3.867       -2.834        2.881        2.005        7.953
 2000.8852        2.170        6.099       -0.579        2.890        1.992        7.955
 2000.8880        2.250        4.997       -0.198        2.843        1.983        7.886
 2000.8907        1.413        4.919       -2.240        2.890        2.009        7.960
 2000.8934        0.209        4.457        0.943        3.046        2.146        8.647
 2000.8962       -0.211        2.183        4.561        2.880        2.014        7.981
 2000.8989        0.220        1.232        0.955        2.826        1.981        7.767
 2000.9016        2.611        1.773        7.647        2.851        1.973        7.848
 2000.9044        3.506        3.577        3.750        2.897        2.007        8.148
 2000.9071        3.463        4.086       -1.747        2.947        2.029        8.362
 2000.9098        3.318        3.887       -0.566        2.968        2.039        8.439
 2000.9126        1.818        3.903       -0.085        2.832        1.992        7.780
 2000.9153        1.470        3.943       -1.386        2.923        2.031        8.039
 2000.9180        0.223        2.244        6.291        2.852        1.980        7.781
 2000.9208        2.549        2.491       -9.081        2.953        2.056        8.092
 2000.9235        2.109        3.689      -10.353        3.064        2.114        8.482
 2000.9262        1.500        1.773      -11.154        2.975        2.062        8.219
 2000.9290        1.333       -2.009       -2.398        5.076        3.376       13.167
 2000.9317        0.988       -0.298       -6.175        2.876        1.976        7.795
 2000.9344        0.670       -1.120       -6.335        2.930        2.007        7.995
 2000.9372       -0.085       -1.162       -1.879        2.882        1.978        7.794
 2000.9399       -0.765        0.221       -4.731        2.848        1.975        7.707
 2000.9426       -1.001        0.009        0.576        2.859        2.039        8.099
 2000.9454       -2.713       -2.370        1.436        2.990        2.060        8.214
 2000.9481        1.334        0.206       -1.757        3.009        2.095        8.401
 2000.9508        0.522        0.901       -5.139        2.818        1.977        7.820
 2000.9536       -1.858       -2.662       -8.601        2.776        1.953        7.656
 2000.9563        0.128        0.952       -6.390        2.770        1.944        7.663
 2000.9590       -0.435       -2.548       -7.619        2.843        1.988        7.897
 2000.9617        1.248       -1.559       -6.914        2.875        1.993        7.937
 2000.9645        0.319       -1.838       -3.360        3.010        2.076        8.304
